accounting_error,adverse_selection_cost,average_quoted_spread_ticks,executable_mark_adjustment,fees,fill_count,fill_rate,filled_quantity_rate,final_inventory,final_pnl,final_wealth,inventory_mark_to_market,inventory_rms,liquidation_count,liquidation_pnl,max_abs_inventory,max_drawdown,max_drawdown_pct,mean_abs_inventory,pnl_per_second,pnl_per_traded_unit,quote_count,quote_to_trade_ratio,seed,spread_capture,strategy,time_at_inventory_limit,total_traded_quantity,turnover_notional_ticks
-4.423805766151645e-11,0.049999999999999996,4,5.99539029533247e-11,0.15000000000000002,27.0,0.135,0.0675,0.0,0.7200000000157161,100000.72000000002,0.39,1.4694230092452965,1.0,-0.06,4.0,0.1849999999976717,1.8499858475849826e-06,1.1144278606965174,0.036000000000785806,0.026666666667248744,200.0,7.407407407407407,10.0,0.5400000000000001,naive_symmetric,0.0,27.0,268954
-6.868527968606486e-11,0.06999999999999999,4.735,8.265490375469753e-11,0.13000000000000003,24.0,0.12,0.06,0.0,0.6400000000139698,100000.64000000001,0.2700000000000001,1.3512478110125357,1.0,-0.04,3.0,0.17500000000291038,1.7499882751076601e-06,1.0696517412935322,0.03200000000069849,0.026666666667248744,200.0,8.333333333333334,10.0,0.5400000000000001,inventory_skew,0.0,24.0,239087
4.0745185003743245e-12,0.03,29.475,-1.1641521080463235e-12,0.01,1.0,0.005,0.0025,0.0,0.05000000000291038,100000.05,0.020000000000000018,0.30745302597970897,1.0,-0.02,1.0,0.07000000000698492,6.999995450701449e-07,0.0945273631840796,0.002500000000145519,0.05000000000291038,200.0,200.0,10.0,0.06,avellaneda_stoikov,0.0,1.0,9959
1.5133727604421665e-11,0.05,6.295,-3.899911643623355e-11,0.1,17.0,0.085,0.0425,0.0,0.48999999997613486,100000.48999999998,0.11,0.9798974461519554,1.0,-0.06,3.0,0.13999999999941792,1.399992510034251e-06,0.6119402985074627,0.024499999998806744,0.028823529410360874,200.0,11.764705882352942,10.0,0.5400000000000003,microstructure_adaptive,0.0,17.0,169352
3.25959814695409e-11,-0.010000000000000005,4,-3.958118555136281e-11,0.2000000000000001,38.0,0.19,0.095,0.0,0.17999999999301508,100000.18,-0.33999999999999997,2.4444067538176726,1.0,-0.04,5.0,0.4250000000029104,4.249983212595413e-06,2.014925373134328,0.008999999999650754,0.004736842105079344,200.0,5.2631578947368425,11.0,0.7600000000000003,naive_symmetric,0.0,38.0,380164
-1.7463808177353712e-12,0.010000000000000002,4.675,-2.386511474550268e-11,0.16000000000000006,31.0,0.155,0.0775,0.0,0.6599999999743886,100000.65999999997,0.16999999999999993,1.078971317727034,1.0,-0.02,2.0,0.10499999999592546,1.0499927025099724e-06,0.835820895522388,0.03299999999871943,0.02129032257981899,200.0,6.451612903225806,11.0,0.6700000000000003,inventory_skew,0.0,31.0,310110
9.895403940696212e-12,-0.02,27.525,-1.45519117589199e-11,0.01,1.0,0.005,0.0025,0.0,0.11999999999534339,100000.12,0.11999999999999993,0.9899997487310601,1.0,-0.02,1.0,0.22000000000116415,2.199995930019171e-06,0.9800995024875622,0.005999999999767169,0.11999999999534339,200.0,200.0,11.0,0.03,avellaneda_stoikov,0.0,1.0,10005
-2.2118973319606994e-11,0.01999999999999999,6.29,1.455192910615466e-11,0.12000000000000002,22.0,0.11,0.055,0.0,0.819999999992433,100000.81999999999,0.31999999999999995,1.4946005639538427,1.0,-0.04,4.0,0.16000000000349246,1.5999848001793229e-06,1.0696517412935322,0.04099999999962165,0.037272727272383316,200.0,9.090909090909092,11.0,0.6600000000000001,microstructure_adaptive,0.0,22.0,220116
-3.026816297602153e-11,-0.17000000000000004,4,2.153685563222041e-11,0.16000000000000003,28.0,0.14,0.07,0.0,0.09999999999126885,100000.09999999999,-0.22,4.191320099813957,1.0,-0.08,8.0,1.2250000000058208,1.2249877501283195e-05,3.4079601990049753,0.004999999999563442,0.003571428571116745,200.0,7.142857142857143,12.0,0.5600000000000002,naive_symmetric,0.0,28.0,279972
-5.821010340412158e-12,-0.13,4.81,-6.984895301043181e-12,0.12000000000000004,24.0,0.12,0.06,0.0,0.3299999999871943,100000.32999999999,-0.09999999999999995,2.019802463125974,0.0,0.0,4.0,0.4250000000029104,4.249972375208665e-06,1.6616915422885572,0.016499999999359714,0.01374999999946643,200.0,8.333333333333334,12.0,0.5500000000000003,inventory_skew,0.0,24.0,239973
